OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
24948,NonResidential,Retail Store,(ID24948) BARGREEN-ELLINGSON,3627 1ST AVE S,Seattle,GREATER DUWAMISH,47.57044,-122.33475,1954,1.0,2,0,21900,Retail Store,21900.0,1302192.875,False,Compliant,42.66
24955,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,3420/3430 E. Marginal Way,Seattle,GREATER DUWAMISH,47.57227,-122.33843,1952,1.0,1,0,16300,Distribution Center,65164.0,150167.7969,False,Compliant,1.6
24958,NonResidential,Warehouse,3401 Colorado Ave S. Whse,3401 Colorado Ave. S.,Seattle,GREATER DUWAMISH,47.57339,-122.33735,1964,1.0,1,0,33462,Non-Refrigerated Warehouse,33462.0,1386445.375,False,Compliant,9.67
24959,NonResidential,Mixed Use Property,Hanford Center,25 S Hanford St,Seattle,GREATER DUWAMISH,47.57506,-122.33862,1952,1.0,1,0,35310,Other,10471.0,1331469.75,False,Compliant,44.68
24991,NonResidential,Other,DUWAMISH,7000 E MARGINAL WAY S,Seattle,GREATER DUWAMISH,47.54089,-122.32323,1962,1.0,3,0,36140,Other,34733.0,4653535.0,False,Compliant,32.44
24994,NonResidential,Other,Ding How Shopping Center,1207 S Jackson St,Seattle,DOWNTOWN,47.59886,-122.31678,1991,1.0,2,21384,26579,Other - Mall,29640.0,8163413.0,False,Compliant,298.91
25000,NonResidential,Warehouse,KLC GROUP LLC,1000 S WELLER ST,Seattle,DOWNTOWN,47.59774,-122.31936,1930,1.0,1,0,23903,Non-Refrigerated Warehouse,18350.0,415364.5938,False,Compliant,14.37
25001,NonResidential,Self-Storage Facility,Econo Mini Storage,6920 Roosevelt Way NE,Seattle,NORTHEAST,47.67923,-122.31715,1947,1.0,3,0,22522,Self-Storage Facility,22522.0,561473.875,False,Compliant,23.52
25002,NonResidential,Self-Storage Facility,Roosevelt Self Storage,6910 Roosevelt Way NE,Seattle,NORTHEAST,47.67905,-122.31697,1996,1.0,4,0,38959,Self-Storage Facility,38959.0,905750.375,False,Compliant,23.84
25025,NonResidential,Warehouse,(ID25025) 1801 Ranier Ave S,1801 Ranier Ave S,Seattle,GREATER DUWAMISH,47.5867,-122.30519,1928,1.0,2,0,25955,Non-Refrigerated Warehouse,14150.0,1218112.0,False,Compliant,8.49
25069,Campus,K-12 School,O'Dea High School,802 Terry Ave.,Seattle,EAST,47.60776,-122.32481,1923,1.0,4,0,46100,K-12 School,46100.0,2177064.75,False,Compliant,78.19
25115,NonResidential,Worship Facility,Bethel Presbyterian Church,11010 Greenwood Ave N,Seattle,NORTHWEST,47.70901,-122.35498,1951,1.0,2,0,21936,Worship Facility,21936.0,608755.375,False,Compliant,28.78
25124,NonResidential,Other,4H Investments,12001 31st AVE NE,Seattle,NORTH,47.7162,-122.2956,1960,1.0,1,0,25406,"Personal Services (Health/Beauty, Dry Cleaning, etc)",25406.0,2442220.0,False,Compliant,41.96
25148,NonResidential,Small- and Mid-Sized Office,EJ and J Pacific,4714 Rainier Ave S,Seattle,SOUTHEAST,47.56029,-122.2858,1967,1.0,2,0,23250,Office,22014.0,904236.0,False,Compliant,6.3
25163,NonResidential,Warehouse,McKinstry SEA - 4800 Denver Warehouse,4800 Denver Ave S.,Seattle,GREATER DUWAMISH,47.55966,-122.33146,1960,1.0,1,0,30000,Non-Refrigerated Warehouse,30000.0,2794837.0,False,Compliant,120.72
25165,Nonresidential COS,Warehouse,SDOT Traffic Shop,4500 Airport Way S,Seattle,GREATER DUWAMISH,47.56522,-122.32205,1962,1.0,1,0,45036,Non-Refrigerated Warehouse,21110.0,1791697.75,False,Compliant,49.53
25250,NonResidential,University,Student Union Building / Royal Brougham Pavilion,315 W. Bertona,Seattle,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173,1959,1.0,2,0,122679,College/University,101035.0,16378152.0,False,Compliant,588.25
25268,NonResidential,Small- and Mid-Sized Office,(ID25268) LANDMARK BUILDING,11000 LAKE CITY WAY NE,Seattle,NORTH,47.70868,-122.30089,1980,1.0,4,0,23022,Office,23022.0,1027230.875,False,Compliant,14.64
25275,NonResidential,Refrigerated Warehouse,Express Cold Storage,4604 4th Ave S,Seattle,GREATER DUWAMISH,47.56173,-122.32885,1967,1.0,1,0,27263,Refrigerated Warehouse,22000.0,2470642.0,False,Compliant,17.22
25276,NonResidential,Warehouse,Pedersens Rentals,4500 4th Avenue South,Seattle,GREATER DUWAMISH,47.56318,-122.32889,1962,1.0,1,0,31569,Non-Refrigerated Warehouse,33000.0,3064039.5,False,Compliant,125.59
25277,NonResidential,Warehouse,Pedersen Party Rentals,4424 4th Ave. S.,Seattle,GREATER DUWAMISH,47.56362,-122.32876,1956,1.0,1,0,22509,Non-Refrigerated Warehouse,22509.0,177812.7969,False,Compliant,1.24
25278,NonResidential,Warehouse,(ID25278) 4400 BUILDING,4400 4TH AVE S,Seattle,GREATER DUWAMISH,47.56424,-122.32902,1956,1.0,1,0,39984,Non-Refrigerated Warehouse,31184.0,1073156.375,False,Compliant,36.82
25325,NonResidential,Worship Facility,All Pilgrims Christian Church,500 Broadway E,Seattle,EAST,47.62322037,-122.320017,1906,1.0,1,0,26440,Worship Facility,26440.0,719905.1875,False,Compliant,27.93
25364,NonResidential,Self-Storage Facility,Seattle Self Storage,1100 Poplar Place S,Seattle,GREATER DUWAMISH,47.59291,-122.31042,1956,1.0,2,0,28800,Self-Storage Facility,28800.0,1143826.625,False,Compliant,29.44
25371,NonResidential,K-12 School,Epiphany School,1802 36TH AVE,Seattle,CENTRAL,47.61791,-122.28594,2009,4.0,2,0,28500,K-12 School,31100.0,1162561.125,False,Compliant,28.64
25451,NonResidential,Restaurant,Yale Street Landing  and Ocean Alexander,1001 Fairview Ave N,Seattle,LAKE UNION,47.62902,-122.33173,1978,1.0,2,0,26519,Restaurant,13592.0,3717064.0,False,Compliant,97.27
25452,NonResidential,Mixed Use Property,Chandler's Cove - SEDO,901 Fairview Ave. N.,Seattle,LAKE UNION,47.62774,-122.33384,1988,1.0,2,15402,19237,Restaurant,23373.0,15480681.0,False,Compliant,515.71
25457,NonResidential,Other,Art Marble 21,731 Westlake Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,1921,1.0,2,0,26300,Other - Entertainment/Public Assembly,26300.0,3537841.5,False,Compliant,116.94
25461,NonResidential,Restaurant,(ID25461) CHINA HARBOR RESTURANT & MARINA,2040 WESTLAKE AVE N,Seattle,LAKE UNION,47.63734,-122.33988,1962,0.0,2,0,34072,Restaurant,34072.0,6584966.5,False,Compliant,226.81
25462,NonResidential,Small- and Mid-Sized Office,1848 Building,1848 Westlake Avenue North,Seattle,LAKE UNION,47.63614,-122.33982,1949,1.0,3,0,23355,Office,21915.0,840549.375,False,Compliant,5.86
25464,NonResidential,Small- and Mid-Sized Office,Waterworks Offices + Marina,1818 Westlake Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.63575,-122.33895,1965,1.0,4,0,30840,Office,29255.0,3542708.5,False,Compliant,101.21
25471,NonResidential,Other,National Barricade Seattle,6518 Ravenna Ave NE,Seattle,NORTHEAST,47.67642,-122.3035,1946,1.0,1,0,20332,Other,20332.0,392683.6875,False,Compliant,10.99
25513,NonResidential,Worship Facility,St. Therese Parish,3416 E. Marion,Seattle,CENTRAL,47.61118,-122.288,1900,1.0,1,0,21850,Worship Facility,21850.0,317794.4063,False,Compliant,13.09
25522,NonResidential,Mixed Use Property,YouthCare,5401 26th Ave NE,Seattle,NORTHEAST,47.66827,-122.29978,1997,1.0,4,6985,25297,Multifamily Housing,12600.0,1391714.25,False,Compliant,34.62
25528,NonResidential,Large Office,Waterfront Place,1011 Western Ave,Seattle,DOWNTOWN,47.60449,-122.33803,1983,1.0,13,83064,224493,Office,162422.0,9512829.0,False,Compliant,66.32
25537,NonResidential,Self-Storage Facility,FremontBridgeMini,319 Nickerson St,Seattle,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,1918,1.0,2,0,28309,Self-Storage Facility,28309.0,430308.9063,False,Compliant,11.85
25540,NonResidential,Hotel,Pioneer Square Hotel,77 Yesler Way,Seattle,DOWNTOWN,47.60154,-122.3352,1914,1.0,4,0,45500,Hotel,45500.0,2799595.0,False,Compliant,122.0
25541,NonResidential,Small- and Mid-Sized Office,The Maynard Building,119 1st Ave. S.,Seattle,DOWNTOWN,47.60106,-122.33458,1900,1.0,5,0,38376,Office,29258.0,2058532.875,False,Compliant,14.35
25543,NonResidential,Small- and Mid-Sized Office,Gatzert/Schwabacher,103 1st Ave,Seattle,DOWNTOWN,47.60149,-122.33458,1900,1.0,4,0,42804,Office,24120.0,1544501.75,False,Compliant,46.53
25546,NonResidential,Mixed Use Property,Compass Housing Alliance - Pioneer Square,210 Alaskan Way S / 77 S. Washington St,Seattle,DOWNTOWN,47.6005,-122.33514,2005,0.0,5,0,57600,Residence Hall/Dormitory,27600.0,6983736.0,False,Compliant,223.36
25548,NonResidential,Small- and Mid-Sized Office,New England,319 1st Ave,Seattle,DOWNTOWN,47.60023,-122.33459,1900,1.0,4,0,33300,Office,26639.0,1287497.375,False,Compliant,18.76
25554,NonResidential,Other,Alaskan Way,304 Alaskan Way S,Seattle,DOWNTOWN,47.59976,-122.33514,1900,1.0,3,0,22200,Other,22200.0,188745.7031,False,Compliant,7.05
25563,NonResidential,Warehouse,Nautical Landing,2500 Westlake Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.64306,-122.34219,1968,1.0,2,0,29498,Non-Refrigerated Warehouse,19749.0,3768900.5,False,Compliant,50.05
25567,NonResidential,Warehouse,1109 N NORTHLAKE WAY,1109 N NORTHLAKE WAY,Seattle,LAKE UNION,47.64793,-122.34358,1938,1.0,1,0,23050,Non-Refrigerated Warehouse,23050.0,466672.6875,False,Compliant,3.25
25568,NonResidential,Small- and Mid-Sized Office,Talon Northlake LLC,1341 N Northlake Way,Seattle,LAKE UNION,47.64747,-122.34086,2008,1.0,4,0,48350,3168131.0,3280955.5,,22.09,,
25572,NonResidential,Retail Store,PETCO,809 NE 45 STREET,Seattle,NORTHEAST,47.66097,-122.3192,1930,1.0,1,0,46059,Retail Store,46000.0,1582655.875,False,Compliant,20.66
25635,NonResidential,Medical Office,Seattle Healing Arts,6300 9th Ave NE,Seattle,NORTHEAST,47.67437,-122.3181,1970,1.0,2,0,23595,Medical Office,23595.0,817409.625,False,Compliant,6.53
25657,NonResidential,Small- and Mid-Sized Office,Herman Blumenthal Building,122 South Jackson,Seattle,DOWNTOWN,47.59938,-122.33328,1900,1.0,3,0,28142,Office,28142.0,847097.8125,False,Compliant,34.08
25658,NonResidential,Small- and Mid-Sized Office,The Occidental Building,311 Occidental Ave. S.,Seattle,DOWNTOWN,47.59954,-122.33327,1900,1.0,3,0,28760,Office,12314.0,2615973.5,False,Compliant,124.59
25659,NonResidential,Small- and Mid-Sized Office,Union Trust Building,119 S. Main Street,Seattle,DOWNTOWN,47.59979,-122.33318,1902,1.0,4,0,39030,Office,32001.0,713326.875,False,Compliant,13.69
25661,NonResidential,Small- and Mid-Sized Office,Buttnick City Loan,206 1st Avenue South,Seattle,DOWNTOWN,47.60071,-122.33377,1909,0.0,3,0,47215,Office,23659.0,2092696.0,False,Compliant,63.81
25663,Nonresidential COS,Other,East Precinct,1519 12th Ave,Seattle,EAST,47.61492,-122.31728,1926,1.0,2,27000,34580,Other,36280.0,4199443.0,False,Compliant,69.53
25664,NonResidential,Small- and Mid-Sized Office,Ballou Wright Building,1517 12th Ave,Seattle,EAST,47.61459,-122.31724,1917,1.0,3,0,30720,Office,29720.0,1288669.5,False,Compliant,25.53
25666,NonResidential,Mixed Use Property,(ID25666) POST OPTIONS,1122 E PIKE ST,Seattle,EAST,47.61428,-122.31726,1916,1.0,2,0,20640,Retail Store,9750.0,412562.4063,False,Compliant,2.88
25667,NonResidential,Mixed Use Property,Pike Building,1000 E Pike St,Seattle,EAST,47.61421,-122.3193,1912,1.0,2,0,34914,Retail Store,14983.0,1333289.625,False,Compliant,9.29
25670,NonResidential,Small- and Mid-Sized Office,Legacy Pine Street,1535 11th Ave,Seattle,EAST,47.61508,-122.31845,1906,1.0,3,0,20897,Office,10228.0,964923.8125,False,Compliant,17.79
25671,NonResidential,Retail Store,Capital Hill,1525 11th Ave,Seattle,EAST,47.61478,-122.31847,1916,1.0,2,0,36940,Retail Store,36940.0,336745.4063,False,Compliant,2.35
25672,NonResidential,Small- and Mid-Sized Office,Ten Sixteen East Pike Inc,1016 East Pike,Seattle,EAST,47.61435,-122.31859,1913,1.0,3,0,22866,Office,22866.0,1153690.125,False,Compliant,20.76
25673,NonResidential,Retail Store,The Ford Building,1521 10th Ave,Seattle,EAST,47.61466,-122.31984,1920,1.0,1,0,30240,Retail Store,32205.0,1264626.875,False,Compliant,18.19
25694,NonResidential,Other,W00342,801 NE 42ND,Seattle,NORTHEAST,47.65729,-122.31937,1962,1.0,2,0,28586,Other,27022.0,5078204.0,False,Compliant,35.4
25709,NonResidential,Hotel,Weller & Second Associates,670 S. Weller Street,Seattle,DOWNTOWN,47.59766,-122.32394,1908,1.0,3,0,28800,Hotel,21600.0,4644346.0,False,Compliant,190.45
25711,NonResidential,Restaurant,BUSH GARDEN - RESTURANT & LOUNGE,614 S MAYNARD AVE S,Seattle,DOWNTOWN,47.59697,-122.32474,1913,1.0,3,0,28800,899924.1875,935833.1875,,29.21,,
25713,NonResidential,Small- and Mid-Sized Office,International Building,666 S. Dearborn St,Seattle,DOWNTOWN,47.59644,-122.32415,1979,1.0,3,0,35202,Office,24227.0,3605755.5,False,Compliant,25.14
25737,NonResidential,Senior Care Community,FAERLAND TERRACE,1421 MINOR AVE,Seattle,EAST,47.61318,-122.32747,1969,1.0,6,26082,69035,Senior Care Community,69035.0,7202141.5,False,Compliant,183.79
25743,NonResidential,Worship Facility,(ID25743) FIRST COVENANT CHURCH,400 E PIKE ST,Seattle,EAST,47.61426,-122.32661,1910,1.0,2,0,24600,Worship Facility,24600.0,331059.5,False,Compliant,5.66
25745,NonResidential,Worship Facility,Trinity Parish of Seattle,609 8th Ave,Seattle,EAST,47.60514,-122.32613,1900,1.0,1,0,48850,Worship Facility,28725.0,1063480.5,False,Compliant,65.05
25772,NonResidential,Hospital,Park West Skilled Nursing,1703 California Ave SW,Seattle,SOUTHWEST,47.58767,-122.38672,1961,0.0,3,0,54863,Hospital (General Medical & Surgical),109726.0,2037720.625,False,Compliant,14.21
25839,NonResidential,Warehouse,J D OTT COMPANY (115 S Lucile St),115 S Lucile St,Seattle,GREATER DUWAMISH,47.55317,-122.33289,1964,1.0,1,0,25000,Non-Refrigerated Warehouse,13393.0,1989103.875,False,Compliant,65.89
25842,NonResidential,Warehouse,115 Dawson,115 S Dawson St,Seattle,GREATER DUWAMISH,47.55544,-122.33294,1960,1.0,1,0,25000,Non-Refrigerated Warehouse,24000.0,287132.5,False,Compliant,8.61
25844,NonResidential,Other,Washington machine Works,5201/5211 1st ave so.,Seattle,GREATER DUWAMISH,47.55523,-122.33448,1927,1.0,1,0,22622,Manufacturing/Industrial Plant,23000.0,774075.6875,False,Compliant,26.56
25847,NonResidential,Small- and Mid-Sized Office,Pine Building,400 East Pine Street,Seattle,EAST,47.61543,-122.32657,1917,1.0,3,0,27544,Office,22365.0,1031667.5,False,Compliant,17.41
25886,NonResidential,Small- and Mid-Sized Office,H2125 - Western Triangle,2125 Western Avenue,Seattle,DOWNTOWN,47.61161,-122.34592,1989,1.0,7,0,47415,Office,25884.0,1478979.25,False,Compliant,10.31
25907,NonResidential,Other,Swedish Cultural Center,1920 Dexter Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,1961,1.0,3,0,22960,Other - Entertainment/Public Assembly,22960.0,2266983.0,False,Compliant,95.38
25914,NonResidential,Supermarket / Grocery Store,Safeway 1551 - E John St,1410 E John St,Seattle,EAST,47.62048,-122.31386,1998,1.0,1,0,44739,Supermarket/Grocery Store,44739.0,14585813.0,False,Compliant,393.07
25932,NonResidential,Mixed Use Property,SPBS LLC,5424 Sand Point Way NE,Seattle,NORTHEAST,47.66816,-122.27706,1948,1.0,1,0,22778,Retail Store,21194.0,2470566.0,False,Compliant,120.86
25935,NonResidential,Worship Facility,Philadelphia church,7704 24th Ave NW,Seattle,BALLARD,47.68517,-122.38733,1956,1.0,2,0,21562,Worship Facility,21052.0,866806.0,False,Compliant,37.28
25954,NonResidential,Other,MLK Community Center,3201 E Republican,Seattle,CENTRAL,47.62322,-122.29006,1959,1.0,1,0,25753,Other - Entertainment/Public Assembly,25753.0,1378130.25,False,Compliant,62.51
25955,NonResidential,Other,Seattle Tennis Club,922 McGilvra Blvd E,Seattle,EAST,47.62816,-122.28067,1928,1.0,3,0,71280,Other - Recreation,71280.0,22767828.0,False,Compliant,861.85
25965,NonResidential,Senior Care Community,Park Shore Senior Living,1630 43rd Ave. E.,Seattle,EAST,47.63429,-122.27652,1963,1.0,16,0,153312,Senior Care Community,148590.0,20628680.0,False,Compliant,792.6
26002,NonResidential,Worship Facility,IGLESIA NI CRISTO,7100 42ND AVENUE SOUTH,Seattle,SOUTHEAST,47.53857,-122.28026,1968,1.0,1,0,24200,Worship Facility,24200.0,826488.6875,False,Compliant,22.38
26017,NonResidential,Residence Hall,Aloha Inn,1911 Aurora Ave N,Seattle,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418,1981,1.0,4,2211,21302,Residence Hall/Dormitory,15200.0,1740568.25,False,Compliant,49.79
26040,NonResidential,Self-Storage Facility,Stor-More Self Storage,2850 SW Yancy Street,Seattle,DELRIDGE,47.56785,-122.37039,1994,1.0,3,0,66610,Self-Storage Facility,66720.0,640377.0,False,Compliant,18.81
26233,NonResidential,Other,Cascade Designs Inc. Chamonix S,130 S Dakota,Seattle,GREATER DUWAMISH,47.56774,-122.33289,1950,1.0,1,0,36000,Other,34000.0,3646053.75,False,Compliant,58.79
26098,NonResidential,K-12 School,Christ the King Middle School,421 N. 117th,Seattle,NORTHWEST,47.71387,-122.3535,1938,1.0,2,0,23222,K-12 School,15006.0,1219863.125,False,Compliant,55.06
26115,NonResidential,Mixed Use Property,Greenus Building,500 E Pike St,Seattle,EAST,47.61426,-122.3253,1924,1.0,2,0,24476,Fitness Center/Health Club/Gym,7501.0,2662054.25,False,Compliant,91.69
26119,NonResidential,Retail Store,517 E Pike St Building,517 E Pike St   Upper Level,Seattle,EAST,47.61386,-122.32481,1910,0.0,2,0,24750,Retail Store,19240.0,782343.8125,False,Compliant,28.07
26125,NonResidential,K-12 School,Northwest School,1415 Summit Avenue,Seattle,EAST,47.61339,-122.32594,1904,1.0,3,0,60000,K-12 School,48783.0,3625407.5,False,Compliant,121.63
26126,NonResidential,Other,(ID26126) THE SUMMIT,420 E PIKE ST,Seattle,EAST,47.61449,-122.32592,1954,1.0,2,0,46560,Other - Entertainment/Public Assembly,46560.0,690557.6875,False,Compliant,17.31
26139,NonResidential,Other,Salal Credit Union,1515 Dexter Ave. N.,Seattle,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1980,1.0,3,0,30408,Bank Branch,25000.0,1440554.25,False,Compliant,10.04
26146,NonResidential,Small- and Mid-Sized Office,McHugh,1725 Westlake Ave. N,Seattle,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1920,1.0,3,0,30109,Office,28400.0,1465795.75,False,Compliant,34.03
26154,NonResidential,Small- and Mid-Sized Office,Queen Anne Evangelical Lutheran Church,2400 8th Ave W,Seattle,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1960,1.0,2,0,25481,Office,25481.0,917100.3125,False,Compliant,38.59
